TreeID,Species,Site_X,Site_Y,Tree_x,Tree_y,Coordinate System/Datum
A1#1,R. Maple,712370.96,5090895.99,712369.64,5090891.06,UTM Zone 15N/WGS 1984
A1#2,S. Alder,712370.96,5090895.99,712371.65,5090895.13,
A1#3,B. Fir,712370.96,5090895.99,712370.89,5090898.18,
A2#1,R. Maple,712345.90,5090895.12,712342.76,5090898.06,
A2#2,S. Alder,712345.90,5090895.12,712346.37,5090894.75,
A2#3,W. Cedar,712345.90,5090895.12,712351.63,5090896.90,
A3#1,Aspen,712295.78,5090893.40,712293.21,5090891.67,
A3#2,Aspen,712295.78,5090893.40,712292.58,5090893.26,
A3#3,B. Fir,712295.78,5090893.40,712299.63,5090889.47,
A4#1,Aspen,712195.54,5090889.96,712195.41,5090890.22,
A4#2,Aspen,712195.54,5090889.96,712194.95,5090889.16,
A4#3,B. Fir,712195.54,5090889.96,712196.36,5090890.33,
A5#1,Aspen,712170.48,5090889.10,712168.54,5090890.12,
A5#2,Aspen,712170.48,5090889.10,712170.58,5090887.50,
A5#3,B. Fir,712170.48,5090889.10,712171.61,5090891.88,
A6#1,Aspen,712120.37,5090887.37,712119.39,5090886.37,
A6#2,Aspen,712120.37,5090887.37,712121.01,5090887.10,
A6#3,B. Fir,712120.37,5090887.37,712120.01,5090889.14,
A7#1,S. Maple,712020.13,5090883.93,712020.12,5090883.43,
A7#2,Aspen,712020.13,5090883.93,712018.58,5090889.94,
A7#3,B. Fir,712020.13,5090883.93,712013.49,5090881.14,
A8#1,B. Fir,711995.07,5090883.07,711996.07,5090883.07,
A8#2,R. Maple,711995.07,5090883.07,711996.01,5090881.90,
A8#3,R. Maple,711995.07,5090883.07,711993.85,5090883.52,
A9#1,B. Fir,711944.95,5090881.35,711940.15,5090881.22,
A9#2,B. Fir,711944.95,5090881.35,711942.63,5090881.96,
A9#3,S. Maple,711944.95,5090881.35,711936.65,5090881.35,
A10#1,W. Birch,711844.72,5090877.91,711843.25,5090880.98,
A10#2,S. Alder,711844.72,5090877.91,711844.61,5090879.51,
A10#3,W. Cedar,711844.72,5090877.91,711840.52,5090879.81,
A11#1,S. Alder,711819.66,5090877.05,711821.55,5090878.83,
A11#2,W. Birch,711819.66,5090877.05,711820.25,5090879.99,
A11#3,B. Fir,711819.66,5090877.05,711821.47,5090875.33,
A12#1,W. Cedar,711769.54,5090875.33,711765.80,5090872.02,
A12#2,S. Alder,711769.54,5090875.33,711770.10,5090874.91,
A12#3,S. Maple,711769.54,5090875.33,711765.37,5090877.04,
B1#1,W. Cedar,712371.82,5090871.01,712371.31,5090867.75,
B1#2,R. Maple,712371.82,5090871.01,712374.16,5090871.53,
B1#3,R. Maple,712371.82,5090871.01,712375.62,5090873.02,
B2#1,S. Alder,712346.76,5090870.15,712348.22,5090869.83,
B2#2,R. Maple,712346.76,5090870.15,712344.48,5090871.77,
B2#3,B. Fir,712346.76,5090870.15,712349.81,5090870.67,
B3#1,B. Fir,712296.64,5090868.42,712296.24,5090867.29,
B3#2,Aspen,712296.64,5090868.42,712299.38,5090870.60,
B3#3,Aspen,712296.64,5090868.42,712299.31,5090870.19,
B4#1,Aspen,712196.40,5090864.98,712196.59,5090865.05,
B4#2,Aspen,712196.40,5090864.98,712198.53,5090866.80,
B4#3,B. Fir,712196.40,5090864.98,712195.66,5090868.09,
B5#1,Aspen,712171.34,5090864.12,712171.78,5090862.58,
B5#2,Aspen,712171.34,5090864.12,712169.68,5090864.80,
B5#3,B. Fir,712171.34,5090864.12,712169.51,5090863.09,
B6#1,B. Fir,712121.22,5090862.40,712121.54,5090862.78,
B6#2,Aspen,712121.22,5090862.40,712121.38,5090859.70,
B6#3,S. Maple,712121.22,5090862.40,712123.06,5090866.94,
B7#1,Aspen,712020.99,5090858.95,712018.73,5090857.88,
B7#2,S. Maple,712020.99,5090858.95,712021.66,5090858.21,
B7#3,Aspen,712020.99,5090858.95,712020.52,5090859.34,
B8#1,B. Fir,711995.93,5090858.09,711995.44,5090858.20,
B8#2,Aspen,711995.93,5090858.09,711996.17,5090857.66,
B8#3,Aspen,711995.93,5090858.09,712000.57,5090856.24,
B9#1,Aspen,711945.81,5090856.37,711948.95,5090856.96,
B9#2,R. Maple,711945.81,5090856.37,711947.23,5090858.67,
B9#3,W. Birch,711945.81,5090856.37,711944.49,5090854.61,
B10#1,R. Maple,711845.57,5090852.93,711840.45,5090854.93,
B10#2,W. Cedar,711845.57,5090852.93,711848.09,5090850.96,
B10#3,S. Alder,711845.57,5090852.93,711843.60,5090850.29,
B11#1,W. Birch,711820.51,5090852.07,711822.78,5090846.63,
B11#2,S. Alder,711820.51,5090852.07,711820.10,5090852.99,
B11#3,W. Birch,711820.51,5090852.07,711823.57,5090852.59,
B12#1,W. Cedar,711770.39,5090850.36,711773.71,5090848.12,
B12#2,B. Fir,711770.39,5090850.36,711769.02,5090849.20,
B12#3,S. Alder,711770.39,5090850.36,711769.13,5090851.77,
C1#1,R. Maple,712373.53,5090821.05,712372.98,5090821.28,
C1#2,B. Fir,712373.53,5090821.05,712371.22,5090822.00,
C1#3,R. Maple,712373.53,5090821.05,712374.59,5090824.50,
C2#1,S. Maple,712348.48,5090820.19,712348.65,5090820.97,
C2#2,W. Cedar,712348.48,5090820.19,712346.37,5090824.05,
C2#3,B. Fir,712348.48,5090820.19,712347.35,5090818.91,
C3#1,S. Alder,712298.36,5090818.47,712303.30,5090819.22,
C3#2,R. Maple,712298.36,5090818.47,712299.97,5090816.06,
C3#3,B. Fir,712298.36,5090818.47,712302.69,5090816.65,
C4#1,Aspen,712198.12,5090815.02,712198.11,5090813.72,
C4#2,B. Fir,712198.12,5090815.02,712198.84,5090820.27,
C4#3,Aspen,712198.12,5090815.02,712197.45,5090810.77,
C5#1,B. Aspen,712173.06,5090814.16,712176.56,5090812.69,
C5#2,Aspen,712173.06,5090814.16,712171.18,5090811.82,
C5#3,B. Fir,712173.06,5090814.16,712173.55,5090814.05,
C6#1,Aspen,712122.94,5090812.44,712119.65,5090816.46,
C6#2,Aspen,712122.94,5090812.44,712123.24,5090814.52,
C6#3,B. Fir,712122.94,5090812.44,712123.11,5090811.76,
C7#1,Aspen,712022.70,5090809.00,712022.26,5090812.17,
C7#2,B. Fir,712022.70,5090809.00,712024.11,5090806.47,
C7#3,Aspen,712022.70,5090809.00,712020.34,5090810.09,
C8#1,S. Alder,711997.64,5090808.14,711998.62,5090806.06,
C8#2,Aspen,711997.64,5090808.14,711995.76,5090809.78,
C8#3,B. Fir,711997.64,5090808.14,711997.37,5090809.51,
C9#1,Aspen,711947.52,5090806.42,711949.87,5090810.37,
C9#2,R. Maple,711947.52,5090806.42,711947.22,5090804.85,
C9#3,Aspen,711947.52,5090806.42,711949.61,5090803.73,
C10#1,W. Birch,711847.29,5090802.98,711848.39,5090804.77,
C10#2,S. Alder,711847.29,5090802.98,711844.53,5090807.27,
C10#3,B. Fir,711847.29,5090802.98,711848.74,5090800.13,
C11#1,Aspen,711822.23,5090802.12,711819.31,5090799.84,
C11#2,S. Alder,711822.23,5090802.12,711819.21,5090804.75,
C11#3,B. Fir,711822.23,5090802.12,711823.57,5090799.89,
C12#1,S. Alder,711772.11,5090800.40,711774.71,5090801.90,
C12#2,Aspen,711772.11,5090800.40,711771.20,5090799.97,
C12#3,B. Fir,711772.11,5090800.40,711771.67,5090800.95,
D1#1,R. Maple,712376.97,5090721.14,712375.61,5090720.50,
D1#2,B. Fir,712376.97,5090721.14,712377.49,5090720.68,
D1#3,W. Birch,712376.97,5090721.14,712375.16,5090719.72,
D2#1,R. Maple,712351.91,5090720.28,712351.12,5090722.23,
D2#2,B. Fir,712351.91,5090720.28,712351.19,5090719.92,
D2#3,R. Maple,712351.91,5090720.28,712356.77,5090715.97,
D3#1,S. Alder,712301.79,5090718.56,712304.88,5090713.65,
D3#2,B. Fir,712301.79,5090718.56,712303.55,5090714.09,
D3#3,R. Maple,712301.79,5090718.56,712298.58,5090726.10,
D4#1,Aspen,712201.55,5090715.11,712193.46,5090715.40,
D4#2,B. Fir,712201.55,5090715.11,712198.46,5090716.75,
D4#3,Aspen,712201.55,5090715.11,712202.77,5090715.56,
D5#1,Aspen,712176.49,5090714.25,712175.63,5090714.76,
D5#2,S. Alder,712176.49,5090714.25,712174.90,5090714.84,
D5#3,B. Fir,712176.49,5090714.25,712175.12,5090712.94,
D6#1,B. Fir,712126.37,5090712.53,712124.39,5090712.81,
D6#2,Aspen,712126.37,5090712.53,712128.91,5090716.48,
D6#3,Aspen,712126.37,5090712.53,712129.44,5090711.07,
D7#1,Aspen,712026.13,5090709.09,712026.16,5090708.89,
D7#2,S. Alder,712026.13,5090709.09,712023.36,5090708.72,
D7#3,B. Fir,712026.13,5090709.09,712025.56,5090705.84,
D8#1,Aspen,712001.07,5090708.23,712001.68,5090708.56,
D8#2,S. Alder,712001.07,5090708.23,711998.30,5090708.65,
D8#3,B. Fir,712001.07,5090708.23,711999.48,5090708.07,
D9#1,Aspen,711950.95,5090706.51,711950.59,5090706.85,
D9#2,Aspen,711950.95,5090706.51,711948.50,5090703.34,
D9#3,B. Fir,711950.95,5090706.51,711948.98,5090705.53,
D10#1,Aspen,711850.71,5090703.07,711849.38,5090704.27,
D10#2,Aspen,711850.71,5090703.07,711851.99,5090701.15,
D10#3,B. Fir,711850.71,5090703.07,711850.82,5090701.27,
D11#1,Aspen,711825.65,5090702.21,711824.35,5090702.15,
D11#2,Aspen,711825.65,5090702.21,711826.50,5090703.32,
D11#3,B. Fir,711825.65,5090702.21,711826.14,5090702.12,
D12#1,B. Fir,711775.53,5090700.49,711778.15,5090699.83,
D12#2,S. Alder,711775.53,5090700.49,711777.58,5090700.95,
D12#3,S. Alder,711775.53,5090700.49,711775.22,5090701.44,
E1#1,R. Maple,712377.83,5090696.16,712377.92,5090698.96,
E1#2,Aspen,712377.83,5090696.16,712372.69,5090689.77,
E1#3,R. Maple,712377.83,5090696.16,712375.93,5090693.71,
E2#1,B. Fir,712352.77,5090695.30,712355.34,5090694.89,
E2#2,S. Alder,712352.77,5090695.30,712353.85,5090689.70,
E2#3,R. Maple,712352.77,5090695.30,712358.93,5090697.04,
E3#1,R. Maple,712302.65,5090693.58,712301.52,5090693.99,
E3#2,R. Maple,712302.65,5090693.58,712305.67,5090691.81,
E3#3,W. Cedar,712302.65,5090693.58,712299.82,5090690.47,
E4#1,Aspen,712202.41,5090690.13,712204.65,5090687.58,
E4#2,Aspen,712202.41,5090690.13,712197.61,5090689.92,
E4#3,B. Fir,712202.41,5090690.13,712197.90,5090684.91,
E5#1,Aspen,712177.35,5090689.27,712176.80,5090689.52,
E5#2,B. Fir,712177.35,5090689.27,712180.74,5090688.05,
E5#3,Aspen,712177.35,5090689.27,712172.98,5090688.77,
E6#1,Aspen,712127.23,5090687.55,712127.77,5090687.11,
E6#2,Aspen,712127.23,5090687.55,712129.49,5090687.11,
